Any,Regió Sanitària,Àrea Bàsica de Salut,Població assegurada oficial CatSalut
2013,BARCELONA,BARCELONA 10-D,28206
2013,BARCELONA,BARCELONA 10-E,17634
2013,BARCELONA,BARCELONA 10-F,24686
2013,BARCELONA,BARCELONA 10-G,24788
2013,BARCELONA,BARCELONA 10-H,20982
2013,BARCELONA,BARCELONA 10-I,13138
2013,BARCELONA,CALDES DE MONTBUI,23429
2013,BARCELONA,CARDEDEU,20256
2013,BARCELONA,CASTELLAR DEL VALLÈS,25381
2013,BARCELONA,CERDANYOLA DEL VALLÈS 1,24793
2013,BARCELONA,CERDANYOLA DEL VALLÈS 2,24956
2013,BARCELONA,CORNELLÀ DE LLOBREGAT 1,31905
2013,BARCELONA,CORNELLÀ DE LLOBREGAT 2,27035
2013,BARCELONA,CORNELLÀ DE LLOBREGAT 3,13528
2013,BARCELONA,CORNELLÀ DE LLOBREGAT 4,16992
2013,BARCELONA,ESPARREGUERA,27374
2013,BARCELONA,ESPLUGUES DE LLOBREGAT 1,19186
2013,BARCELONA,ESPLUGUES DE LLOBREGAT 2,28862
2013,BARCELONA,LA GARRIGA,27704
2013,BARCELONA,GAVÀ 1,19673
2013,BARCELONA,GAVÀ 2,26317
2013,BARCELONA,MARTORELL,28784
2013,BARCELONA,MARTORELLES,14009
2013,BARCELONA,MATARÓ 1,18583
2013,BARCELONA,MATARÓ 2,16191
2013,BARCELONA,MATARÓ 3,17980
2013,BARCELONA,MATARÓ 4,22463
2013,BARCELONA,MATARÓ 5,20583
2013,BARCELONA,MATARÓ 6,15397
2013,BARCELONA,MATARÓ 7,14054
2013,BARCELONA,MOLINS DE REI,28714
2013,BARCELONA,MONTORNÈS / MONTMELÓ,32425
2013,BARCELONA,OLESA DE MONTSERRAT,23600
2013,BARCELONA,PARETS DEL VALLÈS,18262
2013,BARCELONA,PENEDÈS RURAL,33394
2013,BARCELONA,EL PRAT DE LLOBREGAT 1,21612
2013,BARCELONA,EL PRAT DE LLOBREGAT 2,29662
2013,BARCELONA,EL PRAT DE LLOBREGAT 3,12830
2013,BARCELONA,PREMIÀ DE MAR,38234
2013,BARCELONA,SABADELL 1A,32102
2013,BARCELONA,SABADELL 1B,20660
2013,BARCELONA,SABADELL 2,25130
2013,BARCELONA,SABADELL 3A,19919
2013,BARCELONA,SABADELL 3B,16521
2013,BARCELONA,SABADELL 5,18714
2013,BARCELONA,SABADELL 6,30727
2013,BARCELONA,SABADELL 7,8908
2013,BARCELONA,SANT ANDREU DE LA BARCA,27560
2013,BARCELONA,SANT BOI DE LLOBREGAT 1,39491
2013,BARCELONA,SANT BOI DE LLOBREGAT 2,20842
2013,BARCELONA,SANT BOI DE LLOBREGAT 3,11780
2013,BARCELONA,SANT BOI DE LLOBREGAT 4,20536
2013,BARCELONA,SANT CELONI,33414
2013,BARCELONA,SANT FELIU DE LLOBREGAT 1,17398
2013,BARCELONA,SANT FELIU DE LLOBREGAT 2,26539
2013,BARCELONA,SANT JOAN DESPÍ 1,20049
2013,BARCELONA,SANT JOAN DESPÍ 2,13061
2013,BARCELONA,SANT JUST DESVERN,16579
2013,BARCELONA,SANT SADURNÍ D'ANOIA,21796
2013,BARCELONA,SANTA COLOMA DE GRAMENET 1,22777
2013,BARCELONA,SANTA COLOMA DE GRAMENET 2,15550
2013,BARCELONA,SANTA COLOMA DE GRAMENET 3,19745
2013,BARCELONA,SANTA COLOMA DE GRAMENET 4,22953
2013,BARCELONA,SANTA COLOMA DE GRAMENET 5,21629
2013,BARCELONA,SANTA PERPÈTUA DE LA MOGODA,25229
2013,BARCELONA,SITGES,24340
2013,BARCELONA,TERRASSA A,41179
2013,BARCELONA,TERRASSA B,26848
2013,BARCELONA,TERRASSA C,10737
2013,BARCELONA,TERRASSA D,32889
2013,BARCELONA,TERRASSA E,62365
2013,BARCELONA,TERRASSA F,42139
2013,BARCELONA,VALLIRANA,22501
2013,BARCELONA,VILADECANS 1,41637
2013,BARCELONA,VILADECANS 2,27089
2013,BARCELONA,VILAFRANCA DEL PENEDÈS,41199
2013,BARCELONA,VILASSAR DE MAR,24066
2013,BARCELONA,BADALONA 1,11508
2013,BARCELONA,BADALONA 2,15821
2013,BARCELONA,BADALONA 3,19696
2013,BARCELONA,BADALONA 4,12270
2013,BARCELONA,BADALONA 5,21146
2013,BARCELONA,BADALONA 6,34012
2013,BARCELONA,BADALONA 8,15828
2013,BARCELONA,BADALONA 9,19621
2013,BARCELONA,BADALONA 10,10550
2013,BARCELONA,BADALONA 11,22663
2013,BARCELONA,BADALONA 12,11754
2013,BARCELONA,GRANOLLERS 1 -OEST,22951
2013,BARCELONA,GRANOLLERS 2 - NORD,28842
2013,BARCELONA,GRANOLLERS 3 - CENTRE EST,28880
2013,BARCELONA,GRANOLLERS 4 - SUD,16245
2013,BARCELONA,L'HOSPITALET DE LLOBREGAT 1 - CENTRE,28976
2013,BARCELONA,L'HOSPITALET DE LLOBREGAT 2 -S.JOSEP,23588
2013,BARCELONA,L'HOSPITALET DE LLOBREGAT 3 - COLLBLANC,25051
2013,BARCELONA,L'HOSPITALET DE LLOBREGAT 4-TORRAS,26726
2013,BARCELONA,L'HOSPITALET DE LLOBREGAT 5-S.EULÀLIA N.,19205
2013,BARCELONA,L'HOSPITALET DE LLOBREGAT 6-S.EULÀLIA S.,23095
2013,BARCELONA,L'HOSPITALET DE LLOBREGAT 7-FLORIDA N.,22274
2013,BARCELONA,L'HOSPITALET DE LLOBREGAT 8-FLORIDA S.,23489
2013,BARCELONA,L'HOSPITALET DE LLOBREGAT 9-PUBILLA C.,29722
2013,BARCELONA,L'HOSPITALET DE LLOBREGAT 10 - C.SERRA,10992
2013,BARCELONA,L'HOSPITALET DE LLOBREGAT 11 - GORNAL,7930
2013,BARCELONA,L'HOSPITALET DE LLOBREGAT 12 (BELLVITGE),26731
2013,BARCELONA,LA LLAGOSTA,14307
2013,BARCELONA,MONTCADA I REIXAC,33722
2013,BARCELONA,RUBÍ 1,30954
2013,BARCELONA,RUBÍ 2,40764
2013,BARCELONA,SANT ADRIÀ DEL BESÒS 1,21119
2013,BARCELONA,SANT ADRIÀ DEL BESÒS 2,14495
2013,BARCELONA,VALL DEL TENES,35721
2013,BARCELONA,VILANOVA I LA GELTRÚ 1,24030
2013,BARCELONA,VILANOVA I LA GELTRÚ 2,23690
2013,BARCELONA,GARRAF RURAL,35684
2013,BARCELONA,MONTGAT,18383
2013,BARCELONA,BARBERÀ DEL VALLÈS,32155
2013,BARCELONA,CIUTAT BADIA,14337
2013,BARCELONA,BARCELONA 9-G,25258
2013,BARCELONA,BARCELONA 7-G,31351
2013,BARCELONA,BARCELONA 8-I,18293
2013,BARCELONA,BARCELONA 10-J,23335
2013,BARCELONA,SANT ANDREU DE LLAVANERES,17637
2013,BARCELONA,BADALONA 7A,11726
2013,BARCELONA,BADALONA 7B,19536
2013,BARCELONA,SABADELL 4-A,15090
2013,BARCELONA,SABADELL 4-B,23178
2013,BARCELONA,MOLLET DEL VALLÈS-EST,29307
2013,BARCELONA,MOLLET DEL VALLÈS-2 OEST,24217
2013,BARCELONA,VILASSAR DE DALT,15503
2013,BARCELONA,LA ROCA DEL VALLÈS,10072
2013,BARCELONA,TERRASSA-G,24797
2013,BARCELONA,BARCELONA-6E,23441
2013,BARCELONA,CUBELLES-CUNIT,24567
2013,BARCELONA,MARTORELL RURAL,25567
2013,BARCELONA,EL MASNOU-ALELLA,23700
2013,BARCELONA,OCATA-TEIÀ,13867
2013,BARCELONA,SANT QUIRZE DEL VALLÈS,17227
2013,BARCELONA,CASTELLDEFELS-1,35978
2013,BARCELONA,CASTELLDEFELS-2,26084
2013,BARCELONA,PALLEJÀ,11127
2013,BARCELONA,SANTA COLOMA DE GRAMENET 6,22028
2013,BARCELONA,CORBERA DE LLOBREGAT,17167
2013,BARCELONA,ABRERA,11687
2013,BARCELONA,BEGUES,6247
2013,BARCELONA,SANT VICENÇ DELS HORTS 1,21240
2013,BARCELONA,SANT VICENÇ DELS HORTS 2,12556
2013,BARCELONA,ALT MOGENT,19689
2013,BARCELONA,RUBÍ 3,15434
2013,BARCELONA,VILANOVA I LA GELTRU 3,18230
2013,BARCELONA,BARCELONA 3-H,18424
2013,BARCELONA,CERDANYOLA-RIPOLLET,13326
2013,BARCELONA,BARCELONA 8-J,23860
2013,BARCELONA,RIPOLLET-1,18113
2013,BARCELONA,RIPOLLET-2,14055
2013,BARCELONA,SANT CUGAT DEL VALLÈS-1,30814
2013,BARCELONA,SANT CUGAT DEL VALLÈS-2,31121
2013,BARCELONA,SANT CUGAT DEL VALLÈS-3,20941
2013,BARCELONA,PALAU-SOLITÀ I PLEGAMANS,14600
2013,BARCELONA,POLINYÀ-SENTMENAT,16005
2013,Sense especificar,Sense especificar,7
2012,LLEIDA,AGRAMUNT,6852
2012,LLEIDA,ALCARRÀS,12400
2012,LLEIDA,ALFARRÀS/ALMENAR,10525
2012,LLEIDA,ARTESA DE SEGRE,4381
2012,LLEIDA,BALAGUER,28672
2012,LLEIDA,BELLPUIG,7172
2012,LLEIDA,LES BORGES BLANQUES,16497
2012,LLEIDA,CERVERA,20897
2012,LLEIDA,LA GRANADELLA,2758
2012,LLEIDA,LLEIDA 1,21696
2012,LLEIDA,LLEIDA 2,27696
2012,LLEIDA,LLEIDA 3,29081
2012,LLEIDA,LLEIDA 4,37872
2012,LLEIDA,LLEIDA 5,15300
2012,LLEIDA,LLEIDA 6,16345
2012,LLEIDA,LLEIDA RURAL 1-NORD,21805
2012,LLEIDA,PLA D'URGELL,37441
2012,LLEIDA,PONTS,3903
2012,LLEIDA,SERÒS,6935
2012,LLEIDA,TÀRREGA,23634
2012,LLEIDA,LLEIDA RURAL 2-SUD,7418
2012,LLEIDA,ALMACELLES,8806
2012,CAMP DE TARRAGONA,EL VENDRELL,46083
2012,CAMP DE TARRAGONA,LES BORGES DEL CAMP,6713
2012,CAMP DE TARRAGONA,CAMBRILS,31722
2012,CAMP DE TARRAGONA,CONSTANTÍ,6919
2012,CAMP DE TARRAGONA,CORNUDELLA DE MONTSANT,2304
2012,CAMP DE TARRAGONA,FALSET,7004
2012,CAMP DE TARRAGONA,MONTBLANC,16300
2012,CAMP DE TARRAGONA,MONT-ROIG DEL CAMP,12576
2012,CAMP DE TARRAGONA,EL MORELL,10532
2012,CAMP DE TARRAGONA,RIUDOMS,12286
2012,CAMP DE TARRAGONA,TARRAGONA 1,14703
2012,CAMP DE TARRAGONA,TARRAGONA 2,28875
2012,CAMP DE TARRAGONA,TARRAGONA 3,30452
2012,CAMP DE TARRAGONA,TARRAGONA 4,14579
2012,CAMP DE TARRAGONA,TARRAGONA 5,16514
2012,CAMP DE TARRAGONA,TARRAGONA 6,19037
2012,CAMP DE TARRAGONA,TORREDEMBARRA,33923
2012,CAMP DE TARRAGONA,ALT CAMP EST,11716
2012,CAMP DE TARRAGONA,VALLS URBÀ,27669
2012,CAMP DE TARRAGONA,REUS 1,14799
2012,CAMP DE TARRAGONA,REUS 2,28462
2012,CAMP DE TARRAGONA,REUS 3,23078
2012,CAMP DE TARRAGONA,REUS 4,22294
2012,CAMP DE TARRAGONA,REUS 5,27802
2012,CAMP DE TARRAGONA,BAIX PENEDÈS - INTERIOR,14575
2012,CAMP DE TARRAGONA,VANDELLÒS I L'HOSPITALET DE L'INFANT,5463
2012,CAMP DE TARRAGONA,ALT CAMP OEST,6209
2012,CAMP DE TARRAGONA,SALOU,26128
2012,CAMP DE TARRAGONA,VILA-SECA,20655
2012,CAMP DE TARRAGONA,TARRAGONA-7 (SANT SALVADOR),11242
2012,CAMP DE TARRAGONA,LA SELVA DEL CAMP,6996
2012,CAMP DE TARRAGONA,CALAFELL,22241
2012,CAMP DE TARRAGONA,TARRAGONA-8,16477
2012,TERRES DE L'EBRE,AMPOSTA,31632
2012,TERRES DE L'EBRE,DELTEBRE,12294
2012,TERRES DE L'EBRE,FLIX,8121
2012,TERRES DE L'EBRE,MÓRA LA NOVA - MÓRA D'EBRE,14789
2012,TERRES DE L'EBRE,L'AMETLLA DE MAR - EL PERELLÓ,9713
2012,TERRES DE L'EBRE,SANT CARLES DE LA RÀPITA,25088
2012,TERRES DE L'EBRE,TERRA ALTA,12096
2012,TERRES DE L'EBRE,TORTOSA 1 - EST,24867
2012,TERRES DE L'EBRE,TORTOSA 2 - OEST,24867
2012,TERRES DE L'EBRE,ULLDECONA,13158
2012,TERRES DE L'EBRE,L'ALDEA - CAMARLES - L'AMPOLLA,10734
2012,GIRONA,ANGLÈS,12389
2012,GIRONA,ARBÚCIES/SANT HILARI,12587
2012,GIRONA,BANYOLES,31576
2012,GIRONA,BÀSCARA,4355
2012,GIRONA,BESALÚ,5973
2012,GIRONA,LA BISBAL D'EMPORDÀ,16750
2012,GIRONA,BLANES,40041
2012,GIRONA,CALELLA,18734
2012,GIRONA,CAMPRODON,4092
2012,GIRONA,CANET DE MAR,22253
2012,GIRONA,CASSÀ DE LA SELVA,30281
2012,GIRONA,CELRÀ,9264
2012,GIRONA,L'ESCALA,15480
2012,GIRONA,FIGUERES,48454
2012,GIRONA,GIRONA 1,22789
2012,GIRONA,GIRONA 2,32140
2012,GIRONA,GIRONA 3,35096
2012,GIRONA,GIRONA 4,13898
2012,GIRONA,LA JONQUERA,7012
2012,GIRONA,LLANÇÀ,7063
2012,GIRONA,LLORET DE MAR,40866
2012,GIRONA,MALGRAT DE MAR,26490
2012,GIRONA,OLOT,38534
2012,GIRONA,PALAFRUGEL,31022
2012,GIRONA,PALAMÓS,28667
2012,GIRONA,PERALADA,7086
2012,GIRONA,RIPOLL-SANT JOAN DE LES ABADESSES,15014
2012,GIRONA,ROSES,34222
2012,GIRONA,SALT,42167
2012,GIRONA,SANT FELIU DE GUÍXOLS,35784
2012,GIRONA,SANTA COLOMA DE FARNERS,15707
2012,GIRONA,SARRIÀ DE TER,13423
2012,GIRONA,SILS/VIDRERES/MAÇANET DE LA SELVA,21634
2012,GIRONA,TORROELLA DE MONTGRÍ,15214
2012,GIRONA,VILAFANT,13725
2012,GIRONA,PINEDA,29205
2012,GIRONA,BREDA - HOSTALRIC,12619
2012,GIRONA,TORDERA,16301
2012,GIRONA,RIBES DE FRESER-CAMPDEVÀNOL,6112
2012,GIRONA,SANT JOAN LES FONTS,5177
2012,GIRONA,VALL D'EN BAS,5946
2012,CATALUNYA CENTRAL,ARTÉS,11052
2012,CATALUNYA CENTRAL,BERGA,22122
2012,CATALUNYA CENTRAL,CALAF,6909
2012,CATALUNYA CENTRAL,CARDONA,5534
2012,CATALUNYA CENTRAL,MONTSERRAT,12944
2012,CATALUNYA CENTRAL,CENTELLES,12099
2012,CATALUNYA CENTRAL,BAIX BERGUEDÀ,11847
2012,CATALUNYA CENTRAL,ALT BERGUEDÀ,4933
2012,CATALUNYA CENTRAL,ANOIA RURAL,10760
2012,CATALUNYA CENTRAL,MANLLEU,20949
2012,CATALUNYA CENTRAL,MANRESA 1,22225
2012,CATALUNYA CENTRAL,MANRESA 2,22555
2012,CATALUNYA CENTRAL,MANRESA 3,13905
2012,CATALUNYA CENTRAL,MANRESA 4,22649
2012,CATALUNYA CENTRAL,MOIÀ,9504
2012,CATALUNYA CENTRAL,NAVÀS/BALSARENY,9937
2012,CATALUNYA CENTRAL,LLUÇANÈS,6101
2012,CATALUNYA CENTRAL,SALLENT,6837
2012,CATALUNYA CENTRAL,NAVARCLES - SANT FRUITÓS DE BAGES,22165
2012,CATALUNYA CENTRAL,SANT HIPÒLIT DE VOLTREGÀ,7117
2012,CATALUNYA CENTRAL,SANT JOAN DE VILATORRADA,12949
2012,CATALUNYA CENTRAL,SANT QUIRZE DE BESORA,4639
2012,CATALUNYA CENTRAL,SANT VICENÇ DE CASTELLET,14714
2012,CATALUNYA CENTRAL,SANTA COLOMA DE QUERALT,3701
2012,CATALUNYA CENTRAL,SANTA MARGARIDA DE MONTBUI,10039
2012,CATALUNYA CENTRAL,EL SOLSONÈS,13139
2012,CATALUNYA CENTRAL,SÚRIA,8949
2012,CATALUNYA CENTRAL,SANTA EUGÈNIA DE BERGA,17234
2012,CATALUNYA CENTRAL,TONA,12157
2012,CATALUNYA CENTRAL,VALL DEL GES,18467
2012,CATALUNYA CENTRAL,VILANOVA DEL CAMÍ,12806
2012,CATALUNYA CENTRAL,CAPELLADES,10745
2012,CATALUNYA CENTRAL,PIERA,16893
2012,CATALUNYA CENTRAL,VIC-1 NORD,24528
2012,CATALUNYA CENTRAL,VIC-2 SUD,23966
2012,CATALUNYA CENTRAL,IGUALADA-1,20576
2012,CATALUNYA CENTRAL,IGUALADA-2,20135
2012,CATALUNYA CENTRAL,RODA DE TER,9696
2012,ALT PIRINEU I ARAN,ARAN,9167
2012,ALT PIRINEU I ARAN,LA CERDANYA,15417
2012,ALT PIRINEU I ARAN,ALT URGELL-SUD,4253
2012,ALT PIRINEU I ARAN,PALLARS SOBIRÀ,6194
2012,ALT PIRINEU I ARAN,LA POBLA DE SEGUR,4386
2012,ALT PIRINEU I ARAN,ALTA RIBAGORÇA,3770
2012,ALT PIRINEU I ARAN,LA SEU D'URGELL,16948
2012,ALT PIRINEU I ARAN,TREMP,8553
2012,BARCELONA,ARENYS DE MAR,22741
2012,BARCELONA,ARGENTONA,16905
2012,BARCELONA,BARCELONA 1-A,16062
2012,BARCELONA,BARCELONA 1-B,23485
2012,BARCELONA,BARCELONA 1-C,16403
2012,BARCELONA,BARCELONA 1-D,35005
2012,BARCELONA,BARCELONA 1-E,23070
2012,BARCELONA,BARCELONA 2-A,34767
2012,BARCELONA,BARCELONA 2-B,31373
2012,BARCELONA,BARCELONA 2-C,31527
2012,BARCELONA,BARCELONA 2-D,19113
2012,BARCELONA,BARCELONA 2-E,34056
2012,BARCELONA,BARCELONA 2-G,22706
2012,BARCELONA,BARCELONA 2-H,26757
2012,BARCELONA,BARCELONA 2-I,21803
2012,BARCELONA,BARCELONA 2-J,28202
2012,BARCELONA,BARCELONA 2-K,26834
2012,BARCELONA,BARCELONA 3-A,26488
2012,BARCELONA,BARCELONA 3-B,25758
2012,BARCELONA,BARCELONA 3-C,15875
2012,BARCELONA,BARCELONA 3-D,31702
2012,BARCELONA,BARCELONA 3-E,43906
2012,BARCELONA,BARCELONA 3-G,27889
2012,BARCELONA,BARCELONA 4-A,28998
2012,BARCELONA,BARCELONA 4-B,22726
2012,BARCELONA,BARCELONA 4-C,32080
2012,BARCELONA,BARCELONA 5-A,29432
2012,BARCELONA,BARCELONA 5-B,34688
2012,BARCELONA,BARCELONA 5-C,27632
2012,BARCELONA,BARCELONA 5-D,18404
2012,BARCELONA,BARCELONA 5-E,34283
2012,BARCELONA,BARCELONA 6-A,30923
2012,BARCELONA,BARCELONA 6-B,26965
2012,BARCELONA,BARCELONA 6-C,21414
2012,BARCELONA,BARCELONA 6-D,21477
2012,BARCELONA,BARCELONA 7-A,22377
2012,BARCELONA,BARCELONA 7-B,20170
2012,BARCELONA,BARCELONA 7-C,20310
2012,BARCELONA,BARCELONA 7-D,28586
2012,BARCELONA,BARCELONA 7-E,30722
2012,BARCELONA,BARCELONA 7-F,20490
2012,BARCELONA,BARCELONA 8-A,10604
2012,BARCELONA,BARCELONA 8-B,11799
2012,BARCELONA,BARCELONA 8-C,14462
2012,BARCELONA,BARCELONA 8-D,16167
2012,BARCELONA,BARCELONA 8-E,19063
2012,BARCELONA,BARCELONA 8-F,26563
2012,BARCELONA,BARCELONA 8-G,17244
2012,BARCELONA,BARCELONA 8-H,15506
2012,BARCELONA,BARCELONA 9-A,34746
2012,BARCELONA,BARCELONA 9-C,35153
2012,BARCELONA,BARCELONA 9-D,29023
2012,BARCELONA,BARCELONA 9-E,14783
2012,BARCELONA,BARCELONA 9-F,11791
2012,BARCELONA,BARCELONA 10-A,34069
2012,BARCELONA,BARCELONA 10-B,27727
2012,BARCELONA,BARCELONA 10-C,21793
2012,BARCELONA,BARCELONA 10-D,28711
2012,BARCELONA,BARCELONA 10-E,18033
2012,BARCELONA,BARCELONA 10-F,24903
2012,BARCELONA,BARCELONA 10-G,25115
2012,BARCELONA,BARCELONA 10-H,21209
2012,BARCELONA,BARCELONA 10-I,13305
2012,BARCELONA,CALDES DE MONTBUI,23357
2012,BARCELONA,CARDEDEU,20026
2012,BARCELONA,CASTELLAR DEL VALLÈS,25251
2012,BARCELONA,CERDANYOLA DEL VALLÈS 1,25062
2012,BARCELONA,CERDANYOLA DEL VALLÈS 2,25281
2012,BARCELONA,CORNELLÀ DE LLOBREGAT 1,31900
2012,BARCELONA,CORNELLÀ DE LLOBREGAT 2,27654
2012,BARCELONA,CORNELLÀ DE LLOBREGAT 3,13642
2012,BARCELONA,CORNELLÀ DE LLOBREGAT 4,17096
2012,BARCELONA,ESPARREGUERA,27267
2012,BARCELONA,ESPLUGUES DE LLOBREGAT 1,19463
2012,BARCELONA,ESPLUGUES DE LLOBREGAT 2,28921
2012,BARCELONA,LA GARRIGA,27578
2012,BARCELONA,GAVÀ 1,19786
2012,BARCELONA,GAVÀ 2,26416
2012,BARCELONA,MARTORELL,28715
2012,BARCELONA,MARTORELLES,13985
2012,BARCELONA,MATARÓ 1,18683
2012,BARCELONA,MATARÓ 2,16137
2012,BARCELONA,MATARÓ 3,18112
2012,BARCELONA,MATARÓ 4,22622
2012,BARCELONA,MATARÓ 5,20346
2012,BARCELONA,MATARÓ 6,15487
2012,BARCELONA,MATARÓ 7,14130
2012,BARCELONA,MOLINS DE REI,28706
2012,BARCELONA,MONTORNÈS / MONTMELÓ,32303
2012,BARCELONA,OLESA DE MONTSERRAT,23615
2012,BARCELONA,PARETS DEL VALLÈS,17965
2012,BARCELONA,PENEDÈS RURAL,33362
2012,BARCELONA,EL PRAT DE LLOBREGAT 1,21804
2012,BARCELONA,EL PRAT DE LLOBREGAT 2,29789
2012,BARCELONA,EL PRAT DE LLOBREGAT 3,12759
2012,BARCELONA,PREMIÀ DE MAR,38248
2012,BARCELONA,SABADELL 1A,31910
2012,BARCELONA,SABADELL 1B,20812
2012,BARCELONA,SABADELL 2,25531
2012,BARCELONA,SABADELL 3A,20154
2012,BARCELONA,SABADELL 3B,16581
2012,BARCELONA,SABADELL 5,18663
2012,BARCELONA,SABADELL 6,31098
2012,BARCELONA,SABADELL 7,8853
2012,BARCELONA,SANT ANDREU DE LA BARCA,27433
2012,BARCELONA,SANT BOI DE LLOBREGAT 1,39667
2012,BARCELONA,SANT BOI DE LLOBREGAT 2,20787
2012,BARCELONA,SANT BOI DE LLOBREGAT 3,11816
2012,BARCELONA,SANT BOI DE LLOBREGAT 4,20600
2012,BARCELONA,SANT CELONI,33069
2012,BARCELONA,SANT FELIU DE LLOBREGAT 1,17316
2012,BARCELONA,SANT FELIU DE LLOBREGAT 2,26559
2012,BARCELONA,SANT JOAN DESPÍ 1,19906
2012,BARCELONA,SANT JOAN DESPÍ 2,13120
2012,BARCELONA,SANT JUST DESVERN,16369
2012,BARCELONA,SANT SADURNÍ D'ANOIA,21689
2012,BARCELONA,SANTA COLOMA DE GRAMENET 1,22965
2012,BARCELONA,SANTA COLOMA DE GRAMENET 2,15755
2012,BARCELONA,SANTA COLOMA DE GRAMENET 3,19658
2012,BARCELONA,SANTA COLOMA DE GRAMENET 4,23108
2012,BARCELONA,SANTA COLOMA DE GRAMENET 5,22116
2012,BARCELONA,SANTA PERPÈTUA DE LA MOGODA,25185
2012,BARCELONA,SITGES,24235
2012,BARCELONA,TERRASSA A,41212
2012,BARCELONA,TERRASSA B,26752
2012,BARCELONA,TERRASSA C,10705
2012,BARCELONA,TERRASSA D,32667
2012,BARCELONA,TERRASSA E,62348
2012,BARCELONA,TERRASSA F,42568
2012,BARCELONA,VALLIRANA,22239
2012,BARCELONA,VILADECANS 1,41322
2012,BARCELONA,VILADECANS 2,27173
2012,BARCELONA,VILAFRANCA DEL PENEDÈS,41236
2012,BARCELONA,VILASSAR DE MAR,24008
2012,BARCELONA,BADALONA 1,11440
2012,BARCELONA,BADALONA 2,15864
2012,BARCELONA,BADALONA 3,19573
2012,BARCELONA,BADALONA 4,12324
2012,BARCELONA,BADALONA 5,21651
2012,BARCELONA,BADALONA 6,34461
2012,BARCELONA,BADALONA 8,15931
2012,BARCELONA,BADALONA 9,19983
2012,BARCELONA,BADALONA 10,10820
2012,BARCELONA,BADALONA 11,22480
2012,BARCELONA,BADALONA 12,11788
2012,BARCELONA,GRANOLLERS 1 -OEST,23133
2012,BARCELONA,GRANOLLERS 2 - NORD,28787
2012,BARCELONA,GRANOLLERS 3 - CENTRE EST,28971
2012,BARCELONA,GRANOLLERS 4 - SUD,16345
2012,BARCELONA,L'HOSPITALET DE LLOBREGAT 1 - CENTRE,29331
2012,BARCELONA,L'HOSPITALET DE LLOBREGAT 2 -S.JOSEP,23877
2012,BARCELONA,L'HOSPITALET DE LLOBREGAT 3 - COLLBLANC,25554
2012,BARCELONA,L'HOSPITALET DE LLOBREGAT 4-TORRAS,27408
2012,BARCELONA,L'HOSPITALET DE LLOBREGAT 5-S.EULÀLIA N.,19202
2012,BARCELONA,L'HOSPITALET DE LLOBREGAT 6-S.EULÀLIA S.,23217
2012,BARCELONA,L'HOSPITALET DE LLOBREGAT 7-FLORIDA N.,22762
2012,BARCELONA,L'HOSPITALET DE LLOBREGAT 8-FLORIDA S.,23810
2012,BARCELONA,L'HOSPITALET DE LLOBREGAT 9-PUBILLA C.,30371
2012,BARCELONA,L'HOSPITALET DE LLOBREGAT 10 - C.SERRA,11231
2012,BARCELONA,L'HOSPITALET DE LLOBREGAT 11 - GORNAL,7884
2012,BARCELONA,L'HOSPITALET DE LLOBREGAT 12 (BELLVITGE),27122
2012,BARCELONA,LA LLAGOSTA,14295
2012,BARCELONA,MONTCADA I REIXAC,33569
2012,BARCELONA,RUBÍ 1,30850
2012,BARCELONA,RUBÍ 2,41233
2012,BARCELONA,SANT ADRIÀ DEL BESÒS 1,21391
2012,BARCELONA,SANT ADRIÀ DEL BESÒS 2,14180
2012,BARCELONA,VALL DEL TENES,35336
2012,BARCELONA,VILANOVA I LA GELTRÚ 1,24225
2012,BARCELONA,VILANOVA I LA GELTRÚ 2,23721
2012,BARCELONA,GARRAF RURAL,35533
2012,BARCELONA,MONTGAT,18013
2012,BARCELONA,BARBERÀ DEL VALLÈS,32090
2012,BARCELONA,CIUTAT BADIA,14377
2012,BARCELONA,BARCELONA 9-G,25379
2012,BARCELONA,BARCELONA 7-G,31603
2012,BARCELONA,BARCELONA 8-I,18569
2012,BARCELONA,BARCELONA 10-J,23590
2012,BARCELONA,SANT ANDREU DE LLAVANERES,17594
2012,BARCELONA,BADALONA 7A,11934
2012,BARCELONA,BADALONA 7B,20017
2012,BARCELONA,SABADELL 4-A,15153
2012,BARCELONA,SABADELL 4-B,22976
2012,BARCELONA,MOLLET DEL VALLÈS-EST,29384
2012,BARCELONA,MOLLET DEL VALLÈS-2 OEST,24334
2012,BARCELONA,VILASSAR DE DALT,15356
2012,BARCELONA,LA ROCA DEL VALLÈS,10057
2012,BARCELONA,TERRASSA-G,24813
2012,BARCELONA,BARCELONA-6E,23536
2012,BARCELONA,CUBELLES-CUNIT,24519
2012,BARCELONA,MARTORELL RURAL,25377
2012,BARCELONA,EL MASNOU-ALELLA,23724
2012,BARCELONA,OCATA-TEIÀ,13824
2012,BARCELONA,SANT QUIRZE DEL VALLÈS,17079
2012,BARCELONA,CASTELLDEFELS-1,35920
2012,BARCELONA,CASTELLDEFELS-2,26198
2012,BARCELONA,PALLEJÀ,11206
2012,BARCELONA,SANTA COLOMA DE GRAMENET 6,22434
2012,BARCELONA,CORBERA DE LLOBREGAT,17146
2012,BARCELONA,ABRERA,11540
2012,BARCELONA,BEGUES,6148
2012,BARCELONA,SANT VICENÇ DELS HORTS 1,21181
