age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
4,admin.,single,tertiary,no,377,yes,no,unknown,5,may,2,2,-1,0,unknown,no
4,management,married,tertiary,no,263,yes,no,unknown,5,may,4,2,-1,0,unknown,no
4,services,married,secondary,no,1263,yes,no,unknown,6,may,2,2,-1,0,unknown,no
1,services,married,secondary,no,8,yes,no,unknown,6,may,1,3,-1,0,unknown,no
4,admin.,married,secondary,no,126,yes,yes,unknown,6,may,5,2,-1,0,unknown,no
5,admin.,married,secondary,no,230,yes,no,unknown,6,may,3,3,-1,0,unknown,no
4,technician,married,tertiary,no,841,yes,no,unknown,6,may,3,1,-1,0,unknown,no
3,admin.,divorced,secondary,no,308,yes,no,unknown,6,may,2,1,-1,0,unknown,no
4,management,divorced,tertiary,no,1,yes,no,unknown,6,may,4,1,-1,0,unknown,no
3,admin.,divorced,tertiary,no,86,yes,no,unknown,6,may,3,1,-1,0,unknown,no
1,student,single,secondary,no,157,yes,no,unknown,6,may,1,1,-1,0,unknown,no
2,services,married,secondary,no,22,yes,no,unknown,6,may,4,1,-1,0,unknown,no
3,admin.,married,secondary,no,46,yes,yes,unknown,6,may,3,1,-1,0,unknown,no
3,blue-collar,married,secondary,no,1293,no,no,unknown,6,may,5,1,-1,0,unknown,no
1,admin.,single,secondary,no,122,yes,no,unknown,6,may,4,1,-1,0,unknown,no
4,blue-collar,single,secondary,no,143,yes,no,unknown,6,may,1,1,-1,0,unknown,no
3,admin.,single,secondary,no,393,no,no,unknown,6,may,3,2,-1,0,unknown,no
4,blue-collar,married,primary,no,98,yes,no,unknown,6,may,4,1,-1,0,unknown,no
2,management,married,tertiary,no,0,yes,no,unknown,6,may,4,1,-1,0,unknown,no
5,blue-collar,married,secondary,no,224,yes,no,unknown,6,may,4,1,-1,0,unknown,no
3,blue-collar,married,secondary,no,757,yes,no,unknown,6,may,2,1,-1,0,unknown,no
4,services,married,secondary,no,245,yes,yes,unknown,6,may,4,1,-1,0,unknown,no
3,blue-collar,married,secondary,no,20,yes,no,unknown,6,may,5,1,-1,0,unknown,no
5,services,married,secondary,no,1667,yes,yes,unknown,6,may,1,1,-1,0,unknown,no
2,unemployed,married,secondary,no,10,yes,no,unknown,6,may,5,4,-1,0,unknown,no
5,management,married,tertiary,no,830,yes,yes,unknown,6,may,5,1,-1,0,unknown,yes
5,retired,divorced,secondary,no,545,yes,no,unknown,6,may,5,1,-1,0,unknown,yes
4,technician,divorced,tertiary,no,477,yes,no,unknown,6,may,2,1,-1,0,unknown,no
1,admin.,married,secondary,no,4,yes,no,unknown,6,may,4,1,-1,0,unknown,no
4,blue-collar,married,secondary,no,1205,yes,no,unknown,6,may,5,2,-1,0,unknown,no
2,technician,single,secondary,no,0,yes,yes,unknown,6,may,2,3,-1,0,unknown,no
3,admin.,single,secondary,no,263,yes,no,unknown,6,may,4,1,-1,0,unknown,no
3,admin.,married,secondary,no,1,no,no,unknown,6,may,1,1,-1,0,unknown,no
2,blue-collar,married,secondary,no,283,no,yes,unknown,6,may,3,1,-1,0,unknown,no
4,blue-collar,married,primary,no,206,yes,no,unknown,6,may,3,1,-1,0,unknown,no
4,housemaid,married,primary,no,17,yes,no,unknown,6,may,2,1,-1,0,unknown,no
4,technician,married,secondary,no,141,yes,yes,unknown,6,may,5,1,-1,0,unknown,no
1,self-employed,single,tertiary,no,16,yes,no,unknown,6,may,1,1,-1,0,unknown,no
5,services,married,secondary,no,206,yes,no,unknown,6,may,3,1,-1,0,unknown,no
5,management,married,tertiary,no,0,no,no,unknown,6,may,4,1,-1,0,unknown,no
5,retired,married,tertiary,no,0,no,no,unknown,6,may,5,1,-1,0,unknown,no
4,blue-collar,divorced,primary,no,1927,yes,no,unknown,6,may,4,3,-1,0,unknown,no
3,technician,married,secondary,no,284,yes,no,unknown,6,may,5,1,-1,0,unknown,no
4,blue-collar,married,secondary,no,1660,yes,no,unknown,6,may,4,1,-1,0,unknown,no
2,services,single,secondary,no,406,yes,no,unknown,6,may,4,1,-1,0,unknown,no
5,blue-collar,married,primary,no,230,yes,no,unknown,6,may,5,1,-1,0,unknown,no
3,admin.,single,secondary,no,-25,yes,no,unknown,6,may,5,1,-1,0,unknown,no
4,admin.,married,secondary,no,182,yes,no,unknown,6,may,3,2,-1,0,unknown,no
3,entrepreneur,married,tertiary,no,1169,yes,no,unknown,6,may,3,2,-1,0,unknown,no
2,admin.,divorced,secondary,no,67,yes,no,unknown,6,may,2,1,-1,0,unknown,no
3,technician,married,secondary,no,77,no,no,unknown,6,may,5,1,-1,0,unknown,no
4,unemployed,married,secondary,no,0,yes,no,unknown,6,may,4,1,-1,0,unknown,no
5,blue-collar,divorced,primary,no,55,yes,yes,unknown,6,may,3,1,-1,0,unknown,no
2,technician,married,secondary,yes,72,yes,no,unknown,6,may,5,1,-1,0,unknown,no
4,management,single,tertiary,no,163,yes,no,unknown,6,may,5,3,-1,0,unknown,no
2,management,single,tertiary,no,151,yes,no,unknown,6,may,2,1,-1,0,unknown,no
3,admin.,single,secondary,no,113,yes,no,unknown,6,may,4,1,-1,0,unknown,no
3,blue-collar,married,secondary,no,0,yes,no,unknown,6,may,4,1,-1,0,unknown,no
3,technician,single,tertiary,no,9,yes,no,unknown,6,may,3,3,-1,0,unknown,no
4,management,married,secondary,no,375,yes,no,unknown,6,may,3,2,-1,0,unknown,no
3,services,married,secondary,no,1142,yes,no,unknown,6,may,4,1,-1,0,unknown,no
5,blue-collar,married,primary,no,2102,yes,no,unknown,6,may,1,1,-1,0,unknown,no
3,blue-collar,married,secondary,no,217,yes,no,unknown,6,may,3,1,-1,0,unknown,no
5,admin.,married,secondary,no,131,yes,no,unknown,6,may,5,1,-1,0,unknown,no
4,management,married,tertiary,no,1680,yes,no,unknown,6,may,5,1,-1,0,unknown,no
3,blue-collar,married,secondary,no,0,yes,no,unknown,6,may,4,1,-1,0,unknown,no
3,blue-collar,married,primary,no,46,yes,no,unknown,6,may,2,1,-1,0,unknown,no
2,blue-collar,married,secondary,no,320,yes,no,unknown,6,may,3,2,-1,0,unknown,no
5,admin.,married,secondary,no,183,yes,no,unknown,6,may,3,1,-1,0,unknown,no
4,blue-collar,married,secondary,no,39,no,no,unknown,6,may,4,1,-1,0,unknown,no
2,management,single,tertiary,no,560,yes,no,unknown,6,may,3,1,-1,0,unknown,no
5,technician,divorced,secondary,no,469,no,no,unknown,6,may,3,1,-1,0,unknown,no
2,admin.,married,secondary,no,530,yes,no,unknown,6,may,3,1,-1,0,unknown,no
4,services,married,primary,no,61,yes,no,unknown,6,may,4,1,-1,0,unknown,no
2,technician,single,tertiary,no,242,yes,no,unknown,6,may,2,1,-1,0,unknown,no
3,blue-collar,married,secondary,no,139,yes,no,unknown,6,may,4,2,-1,0,unknown,no
1,self-employed,single,secondary,no,0,yes,no,unknown,6,may,4,1,-1,0,unknown,no
2,technician,married,secondary,no,367,yes,no,unknown,6,may,2,1,-1,0,unknown,no
5,admin.,divorced,secondary,no,228,yes,no,unknown,6,may,2,1,-1,0,unknown,no
2,services,single,secondary,no,310,yes,no,unknown,6,may,2,1,-1,0,unknown,no
5,technician,married,secondary,no,797,yes,no,unknown,6,may,4,1,-1,0,unknown,no
3,services,married,secondary,no,71,no,no,unknown,6,may,1,1,-1,0,unknown,no
3,management,married,tertiary,no,231,yes,yes,unknown,6,may,5,2,-1,0,unknown,no
2,blue-collar,married,secondary,no,270,yes,yes,unknown,6,may,3,1,-1,0,unknown,no
4,blue-collar,married,secondary,no,274,yes,yes,unknown,6,may,5,1,-1,0,unknown,no
3,admin.,single,secondary,no,-109,yes,yes,unknown,6,may,3,1,-1,0,unknown,no
3,technician,married,secondary,no,1,yes,no,unknown,6,may,5,1,-1,0,unknown,yes
2,blue-collar,single,secondary,yes,-60,no,no,unknown,6,may,4,1,-1,0,unknown,no
2,blue-collar,married,secondary,no,89,yes,no,unknown,6,may,2,2,-1,0,unknown,no
5,blue-collar,divorced,secondary,no,-11,no,no,unknown,6,may,2,1,-1,0,unknown,no
3,blue-collar,married,primary,no,0,yes,no,unknown,6,may,4,2,-1,0,unknown,no
4,blue-collar,married,secondary,no,-509,yes,no,unknown,6,may,2,1,-1,0,unknown,no
3,unemployed,married,primary,no,408,yes,no,unknown,6,may,1,1,-1,0,unknown,no
3,services,single,primary,no,58,yes,no,unknown,6,may,2,1,-1,0,unknown,no
5,retired,single,secondary,no,1640,no,yes,unknown,6,may,3,4,-1,0,unknown,no
3,admin.,single,secondary,no,20,yes,no,unknown,6,may,3,1,-1,0,unknown,no
5,blue-collar,married,primary,no,71,yes,no,unknown,6,may,5,1,-1,0,unknown,no
5,blue-collar,married,secondary,no,52,yes,no,unknown,6,may,3,1,-1,0,unknown,no
4,self-employed,married,tertiary,no,292,yes,no,unknown,6,may,3,1,-1,0,unknown,no
4,services,divorced,secondary,no,424,yes,no,unknown,6,may,1,1,-1,0,unknown,no
3,housemaid,single,primary,no,109,yes,no,unknown,6,may,5,3,-1,0,unknown,no
3,blue-collar,married,secondary,no,983,yes,no,unknown,6,may,2,1,-1,0,unknown,no
2,admin.,married,secondary,no,869,no,no,unknown,6,may,5,1,-1,0,unknown,yes
3,blue-collar,married,primary,no,668,yes,no,unknown,6,may,4,2,-1,0,unknown,no
5,management,married,tertiary,no,964,yes,no,unknown,6,may,4,1,-1,0,unknown,no
2,management,single,secondary,no,301,yes,no,unknown,6,may,1,1,-1,0,unknown,no
3,admin.,single,secondary,no,140,yes,no,unknown,6,may,4,1,-1,0,unknown,no
3,management,single,secondary,no,1877,yes,no,unknown,6,may,3,1,-1,0,unknown,no
5,blue-collar,married,primary,no,1127,yes,no,unknown,6,may,1,1,-1,0,unknown,no
3,technician,married,secondary,no,871,yes,no,unknown,6,may,2,1,-1,0,unknown,no
3,technician,married,secondary,no,767,yes,yes,unknown,6,may,3,1,-1,0,unknown,no
4,blue-collar,married,secondary,no,0,no,no,unknown,6,may,3,1,-1,0,unknown,no
1,services,single,secondary,no,209,yes,no,unknown,6,may,1,2,-1,0,unknown,no
5,management,divorced,primary,no,0,no,no,unknown,6,may,5,1,-1,0,unknown,no
4,blue-collar,divorced,secondary,no,110,yes,yes,unknown,6,may,5,1,-1,0,unknown,no
5,management,divorced,tertiary,no,-76,yes,yes,unknown,6,may,4,1,-1,0,unknown,no
3,blue-collar,married,primary,no,-66,yes,no,unknown,6,may,4,1,-1,0,unknown,no
2,technician,married,secondary,no,0,yes,no,unknown,6,may,3,2,-1,0,unknown,no
1,blue-collar,married,secondary,no,1,yes,no,unknown,6,may,3,1,-1,0,unknown,no
3,blue-collar,married,secondary,no,0,yes,no,unknown,6,may,4,1,-1,0,unknown,no
1,blue-collar,divorced,secondary,no,-209,yes,no,unknown,6,may,3,2,-1,0,unknown,no
3,admin.,single,secondary,no,0,yes,no,unknown,6,may,3,2,-1,0,unknown,no
3,blue-collar,divorced,secondary,no,42,yes,no,unknown,6,may,4,2,-1,0,unknown,no
5,blue-collar,divorced,secondary,no,41,yes,no,unknown,6,may,3,1,-1,0,unknown,no
4,blue-collar,married,secondary,no,-99,yes,no,unknown,6,may,2,2,-1,0,unknown,no
3,technician,single,secondary,no,17,yes,no,unknown,6,may,3,1,-1,0,unknown,no
4,admin.,married,primary,no,276,yes,yes,unknown,6,may,3,2,-1,0,unknown,no
3,management,single,tertiary,no,230,yes,yes,unknown,6,may,5,1,-1,0,unknown,no
1,blue-collar,married,secondary,no,9,yes,no,unknown,6,may,4,1,-1,0,unknown,no
3,blue-collar,married,secondary,no,946,yes,no,unknown,6,may,4,1,-1,0,unknown,no
4,blue-collar,married,primary,no,1297,yes,no,unknown,6,may,4,2,-1,0,unknown,no
5,retired,divorced,secondary,no,-331,yes,no,unknown,6,may,5,1,-1,0,unknown,no
4,blue-collar,single,secondary,no,44,yes,no,unknown,6,may,3,1,-1,0,unknown,no
5,retired,married,secondary,yes,15,no,no,unknown,6,may,1,1,-1,0,unknown,no
1,admin.,single,secondary,no,712,yes,no,unknown,6,may,4,1,-1,0,unknown,no
2,admin.,married,secondary,no,507,yes,no,unknown,6,may,3,1,-1,0,unknown,no
5,unemployed,divorced,secondary,no,387,yes,no,unknown,6,may,5,1,-1,0,unknown,yes
3,blue-collar,married,primary,no,0,yes,yes,unknown,6,may,4,1,-1,0,unknown,no
5,management,divorced,secondary,no,1716,yes,no,unknown,6,may,1,1,-1,0,unknown,no
4,entrepreneur,married,secondary,no,167,yes,yes,unknown,6,may,3,3,-1,0,unknown,no
4,blue-collar,married,primary,no,148,yes,no,unknown,6,may,3,1,-1,0,unknown,no
2,technician,married,secondary,no,17,yes,yes,unknown,6,may,2,1,-1,0,unknown,no
2,blue-collar,single,tertiary,no,1011,yes,no,unknown,6,may,2,1,-1,0,unknown,no
4,management,married,tertiary,no,744,no,no,unknown,6,may,3,1,-1,0,unknown,no
5,admin.,married,secondary,no,484,yes,no,unknown,6,may,2,1,-1,0,unknown,no
1,management,single,tertiary,no,0,yes,no,unknown,6,may,3,1,-1,0,unknown,no
5,retired,married,primary,no,136,yes,no,unknown,6,may,4,2,-1,0,unknown,no
4,blue-collar,married,secondary,no,1335,yes,no,unknown,6,may,5,2,-1,0,unknown,no
3,management,married,secondary,no,517,yes,no,unknown,6,may,4,2,-1,0,unknown,no
4,management,married,tertiary,no,459,yes,no,unknown,6,may,4,1,-1,0,unknown,no
1,admin.,divorced,secondary,no,83,yes,yes,unknown,6,may,4,1,-1,0,unknown,no
4,blue-collar,married,primary,no,213,no,no,unknown,6,may,3,1,-1,0,unknown,no
2,housemaid,married,primary,no,203,yes,no,unknown,6,may,5,3,-1,0,unknown,no
4,services,single,secondary,no,518,yes,no,unknown,6,may,3,1,-1,0,unknown,no
5,admin.,married,secondary,no,1236,yes,no,unknown,6,may,4,1,-1,0,unknown,no
4,blue-collar,divorced,secondary,no,756,yes,no,unknown,6,may,3,2,-1,0,unknown,no
4,blue-collar,married,secondary,no,157,yes,no,unknown,6,may,1,1,-1,0,unknown,no
4,blue-collar,married,primary,no,-66,yes,no,unknown,6,may,4,2,-1,0,unknown,no
2,blue-collar,married,primary,no,-144,yes,no,unknown,6,may,1,2,-1,0,unknown,no
4,blue-collar,married,secondary,no,71,yes,no,unknown,6,may,5,1,-1,0,unknown,no
4,services,divorced,secondary,no,505,yes,no,unknown,6,may,3,1,-1,0,unknown,no
5,technician,married,primary,no,249,yes,no,unknown,6,may,2,1,-1,0,unknown,no
2,admin.,single,secondary,no,0,yes,no,unknown,6,may,3,1,-1,0,unknown,no
3,unemployed,single,secondary,no,11,yes,no,unknown,6,may,1,1,-1,0,unknown,no
3,admin.,married,secondary,no,639,yes,no,unknown,6,may,3,1,-1,0,unknown,no
4,blue-collar,married,secondary,no,82,yes,no,unknown,6,may,4,1,-1,0,unknown,no
3,self-employed,married,tertiary,no,107,yes,no,unknown,6,may,3,1,-1,0,unknown,no
5,services,married,secondary,no,473,yes,no,unknown,6,may,5,1,-1,0,unknown,no
4,services,divorced,secondary,no,372,yes,yes,unknown,6,may,2,2,-1,0,unknown,no
1,admin.,married,secondary,no,46,yes,no,unknown,6,may,2,2,-1,0,unknown,no
1,student,single,tertiary,no,34,yes,no,unknown,6,may,4,1,-1,0,unknown,no
2,blue-collar,married,secondary,no,-10,yes,no,unknown,6,may,2,1,-1,0,unknown,no
3,admin.,married,secondary,no,-106,yes,no,unknown,6,may,2,2,-1,0,unknown,no
3,services,divorced,primary,no,471,yes,no,unknown,6,may,3,2,-1,0,unknown,no
5,admin.,divorced,secondary,no,778,yes,no,unknown,6,may,3,2,-1,0,unknown,no
4,technician,married,secondary,no,315,yes,no,unknown,6,may,4,2,-1,0,unknown,no
5,blue-collar,married,secondary,no,3165,no,no,unknown,6,may,1,1,-1,0,unknown,no
3,admin.,divorced,secondary,no,131,yes,no,unknown,6,may,3,1,-1,0,unknown,no
2,entrepreneur,married,secondary,yes,204,yes,no,unknown,6,may,5,2,-1,0,unknown,no
4,technician,married,secondary,no,83,yes,no,unknown,6,may,3,2,-1,0,unknown,no
5,services,divorced,secondary,no,0,yes,yes,unknown,6,may,2,1,-1,0,unknown,no
4,unemployed,married,secondary,no,-125,yes,no,unknown,6,may,1,1,-1,0,unknown,no
2,blue-collar,married,secondary,no,0,no,no,unknown,6,may,3,1,-1,0,unknown,no
5,blue-collar,married,secondary,no,1602,yes,no,unknown,6,may,5,1,-1,0,unknown,no
3,blue-collar,single,primary,yes,-137,yes,yes,unknown,6,may,3,1,-1,0,unknown,no
5,services,married,secondary,no,193,no,no,unknown,6,may,3,1,-1,0,unknown,no
5,retired,married,secondary,no,195,yes,yes,unknown,6,may,3,1,-1,0,unknown,no
5,entrepreneur,married,secondary,no,288,no,no,unknown,6,may,1,1,-1,0,unknown,no
4,technician,married,secondary,no,19,yes,no,unknown,6,may,2,2,-1,0,unknown,no
5,blue-collar,married,primary,no,25,yes,no,unknown,6,may,4,3,-1,0,unknown,no
4,services,married,secondary,no,216,yes,no,unknown,6,may,5,2,-1,0,unknown,no
3,blue-collar,divorced,primary,no,190,yes,yes,unknown,6,may,2,2,-1,0,unknown,no
5,technician,divorced,secondary,no,99,yes,no,unknown,6,may,3,2,-1,0,unknown,no
5,services,divorced,primary,no,2298,yes,no,unknown,6,may,3,2,-1,0,unknown,no
4,management,married,tertiary,no,17,yes,no,unknown,6,may,4,2,-1,0,unknown,no
3,technician,married,primary,no,0,yes,no,unknown,6,may,1,4,-1,0,unknown,no
2,blue-collar,married,primary,no,0,yes,no,unknown,6,may,3,2,-1,0,unknown,no
5,blue-collar,married,secondary,no,840,yes,no,unknown,6,may,4,2,-1,0,unknown,no
3,services,married,secondary,no,358,yes,no,unknown,6,may,5,3,-1,0,unknown,no
1,technician,single,secondary,no,0,yes,no,unknown,6,may,5,1,-1,0,unknown,no
3,blue-collar,married,primary,no,-325,yes,yes,unknown,6,may,2,2,-1,0,unknown,no
3,technician,single,secondary,no,-15,yes,no,unknown,6,may,4,3,-1,0,unknown,no
3,technician,married,secondary,no,581,yes,no,unknown,6,may,1,1,-1,0,unknown,no
4,retired,married,secondary,no,74,no,yes,unknown,6,may,4,1,-1,0,unknown,no
5,services,divorced,secondary,no,141,yes,no,unknown,6,may,4,2,-1,0,unknown,no
1,services,divorced,secondary,no,89,no,no,unknown,6,may,3,2,-1,0,unknown,no
5,services,married,secondary,yes,0,yes,no,unknown,6,may,2,3,-1,0,unknown,no
1,blue-collar,married,secondary,no,450,no,no,unknown,6,may,5,2,-1,0,unknown,no
4,technician,married,tertiary,no,310,no,no,unknown,6,may,2,1,-1,0,unknown,no
2,self-employed,married,secondary,no,0,yes,no,unknown,6,may,1,5,-1,0,unknown,no
3,blue-collar,married,secondary,no,384,yes,no,unknown,6,may,5,3,-1,0,unknown,no
3,blue-collar,married,secondary,no,395,yes,no,unknown,6,may,3,2,-1,0,unknown,no
5,blue-collar,married,primary,no,5,yes,yes,unknown,6,may,5,2,-1,0,unknown,no
5,blue-collar,married,secondary,no,50,yes,yes,unknown,6,may,2,1,-1,0,unknown,no
3,blue-collar,married,secondary,no,285,yes,yes,unknown,6,may,3,1,-1,0,unknown,no
5,blue-collar,married,primary,no,653,yes,yes,unknown,6,may,3,1,-1,0,unknown,no
4,self-employed,married,secondary,no,918,yes,no,unknown,6,may,3,1,-1,0,unknown,no
2,services,married,secondary,no,243,yes,yes,unknown,6,may,2,1,-1,0,unknown,no
1,technician,single,tertiary,no,405,yes,no,unknown,6,may,1,1,-1,0,unknown,no
4,management,divorced,tertiary,no,1328,yes,no,unknown,6,may,4,1,-1,0,unknown,no
5,services,married,primary,no,255,yes,no,unknown,6,may,4,1,-1,0,unknown,no
3,management,married,tertiary,no,2877,yes,no,unknown,6,may,4,1,-1,0,unknown,no
2,blue-collar,single,tertiary,no,60,yes,yes,unknown,6,may,5,1,-1,0,unknown,no
3,blue-collar,married,primary,no,2226,yes,no,unknown,6,may,3,1,-1,0,unknown,no
3,blue-collar,married,primary,no,2880,yes,no,unknown,6,may,2,2,-1,0,unknown,no
4,technician,married,secondary,no,147,no,no,unknown,6,may,2,3,-1,0,unknown,no
2,technician,divorced,secondary,no,7,yes,yes,unknown,6,may,1,1,-1,0,unknown,no
3,technician,married,secondary,no,109,yes,no,unknown,6,may,3,2,-1,0,unknown,no
5,retired,married,primary,no,-119,yes,no,unknown,6,may,4,1,-1,0,unknown,no
1,technician,married,secondary,no,484,yes,no,unknown,6,may,5,1,-1,0,unknown,yes
2,management,single,tertiary,no,1852,yes,no,unknown,6,may,3,3,-1,0,unknown,no
2,unemployed,married,secondary,no,533,yes,no,unknown,6,may,5,1,-1,0,unknown,no
5,technician,divorced,secondary,no,21,yes,no,unknown,6,may,5,2,-1,0,unknown,no
2,technician,married,secondary,no,90,yes,yes,unknown,6,may,1,2,-1,0,unknown,no
2,admin.,single,tertiary,no,395,yes,no,unknown,6,may,4,3,-1,0,unknown,no
4,blue-collar,married,primary,no,15,yes,no,unknown,6,may,4,1,-1,0,unknown,no
2,services,married,tertiary,no,85,no,no,unknown,6,may,4,3,-1,0,unknown,no
5,entrepreneur,married,tertiary,no,-184,yes,yes,unknown,6,may,5,2,-1,0,unknown,no
5,services,married,secondary,no,660,no,no,unknown,6,may,3,2,-1,0,unknown,no
5,blue-collar,divorced,primary,yes,-183,yes,no,unknown,6,may,2,1,-1,0,unknown,no
1,unemployed,divorced,secondary,no,1144,yes,no,unknown,6,may,4,1,-1,0,unknown,no
4,services,divorced,secondary,no,1,yes,no,unknown,6,may,4,4,-1,0,unknown,no
2,admin.,married,secondary,no,69,yes,yes,unknown,6,may,4,2,-1,0,unknown,no
5,management,single,secondary,no,220,yes,no,unknown,6,may,4,2,-1,0,unknown,no
2,blue-collar,married,primary,no,332,yes,no,unknown,6,may,2,2,-1,0,unknown,no
3,blue-collar,single,secondary,no,240,yes,no,unknown,6,may,4,1,-1,0,unknown,no
4,technician,single,secondary,no,0,yes,no,unknown,6,may,4,1,-1,0,unknown,no
4,unemployed,married,secondary,no,0,yes,no,unknown,6,may,1,2,-1,0,unknown,no
3,entrepreneur,married,tertiary,no,898,yes,no,unknown,6,may,2,2,-1,0,unknown,no
3,technician,married,secondary,no,123,yes,yes,unknown,6,may,5,2,-1,0,unknown,no
2,student,single,secondary,no,252,yes,no,unknown,6,may,3,3,-1,0,unknown,no
3,management,married,tertiary,no,65,yes,no,unknown,6,may,5,2,-1,0,unknown,no
3,technician,married,secondary,no,-366,yes,yes,unknown,6,may,1,3,-1,0,unknown,no
1,student,single,secondary,no,209,yes,no,unknown,6,may,4,2,-1,0,unknown,no
3,admin.,single,secondary,no,221,yes,no,unknown,6,may,3,2,-1,0,unknown,no
4,self-employed,divorced,tertiary,no,4,yes,no,unknown,6,may,4,3,-1,0,unknown,no
3,admin.,married,secondary,no,104,yes,no,unknown,6,may,5,1,-1,0,unknown,no
1,technician,single,secondary,no,312,yes,no,unknown,6,may,5,1,-1,0,unknown,no
2,blue-collar,married,secondary,no,-349,yes,no,unknown,6,may,3,1,-1,0,unknown,no
3,blue-collar,married,primary,no,-322,yes,yes,unknown,6,may,2,1,-1,0,unknown,no
1,admin.,married,secondary,no,-150,yes,no,unknown,6,may,4,1,-1,0,unknown,no
2,admin.,married,tertiary,no,281,yes,no,unknown,6,may,4,1,-1,0,unknown,no
4,services,married,secondary,no,1259,yes,no,unknown,6,may,5,1,-1,0,unknown,no
2,admin.,single,secondary,no,101,yes,no,unknown,6,may,5,1,-1,0,unknown,no
2,blue-collar,married,secondary,no,848,yes,no,unknown,6,may,5,2,-1,0,unknown,no
3,blue-collar,married,secondary,no,140,yes,no,unknown,6,may,4,3,-1,0,unknown,no
2,admin.,single,secondary,no,148,yes,no,unknown,6,may,2,2,-1,0,unknown,no
